no,x,y,z,flight
12,100.5387042,5.254154971,236.41133,2.0
13,100.5388007,5.254153523,233.41718999999998,2.0
14,100.538786,5.254239759,233.41328,2.0
15,100.538857,5.25424154,230.25117000000003,2.0
16,100.53893000000001,5.25424968,226.77461,2.0
17,100.5389316,5.25414554,227.04218999999998,2.0
18,100.53897459999999,5.25404406,227.06367000000003,2.0
19,100.5390404,5.253976864,227.66914,2.0
20,100.538946,5.253941329,230.76485,2.0
21,100.5389079,5.254023514,230.39961,2.0
22,100.53887409999999,5.254123311,230.29414,2.0
23,100.5387994,5.254058423,234.02657000000002,2.0
24,100.5388198,5.25396211,234.90937999999997,2.0
25,100.53870479999999,5.254050166,237.15352000000001,2.0
26,100.5386857,5.2539411330000005,237.58321,2.0
27,100.538598,5.253942268,238.71407000000002,2.0
1,100.5390752,5.253876128,227.37812999999997,3.0
2,100.5390058,5.253783063,226.92891,3.0
3,100.53911540000001,5.253782437,224.3625,3.0
4,100.539026,5.253728195,224.48555,3.0
5,100.5391485,5.253714888999999,221.34687999999997,3.0
6,100.5390396,5.2536526619999995,221.47773999999998,3.0
7,100.53903829999999,5.253552592,218.0168,3.0
8,100.53912249999999,5.2535552139999995,216.13593999999998,3.0
9,100.5391353,5.253614505,217.93672,3.0
10,100.5392078,5.253570086,215.1418,3.0
11,100.5393327,5.2535826089999995,214.09883,3.0
12,100.5394617,5.253593998,214.61446,3.0
13,100.5395667,5.253605582,213.23164,3.0
14,100.53961690000001,5.253725064,213.93672,3.0
15,100.5395272,5.253693015,215.79218999999998,3.0
16,100.539416,5.253666673,216.38789,3.0
17,100.539463,5.253747058,217.56172,3.0
18,100.53952,5.25382216,217.24922,3.0
19,100.53957679999999,5.253883447,215.80782000000002,3.0
20,100.53950640000001,5.253946495,216.95235,3.0
21,100.539416,5.25394489,219.55196,3.0
22,100.53945290000001,5.253889302,218.95039,3.0
23,100.539395,5.253838871,219.83907000000002,3.0
24,100.5393584,5.253711131,217.33321,3.0
25,100.53924649999999,5.253668004,217.83711,3.0
26,100.5393208,5.253787407,219.85273999999998,3.0
27,100.53930390000001,5.253885638,222.1086,3.0
28,100.5392422,5.253793765,221.51289,3.0
29,100.5391801,5.253864583,224.82343999999998,3.0
1,100.5391533,5.2539730680000005,225.38008,4.0
2,100.5390743,5.2540770519999995,223.00898999999998,4.0
3,100.53901,5.254151801,222.60664,4.0
4,100.539022,5.254257351000001,221.33711,4.0
5,100.5390804,5.254168395,218.90547,4.0
6,100.539138,5.254260951,213.65352000000001,4.0
7,100.53917840000001,5.254184636000001,214.96016,4.0
8,100.53924649999999,5.254248115,211.75703,4.0
9,100.5392931,5.254191837,215.07343999999998,4.0
10,100.5393729,5.2542609119999995,213.54414,4.0
11,100.5393875,5.254154463,216.02657000000002,4.0
12,100.53946479999999,5.25419399,213.24336,4.0
13,100.5394896,5.254261734,210.40547,4.0
14,100.5395427,5.2542106230000005,210.33125,4.0
15,100.53961,5.254273005,207.74922,4.0
16,100.5396365,5.254198412,209.96602000000001,4.0
17,100.5396874,5.254099085,210.43672,4.0
18,100.5397146,5.253979291,211.15157000000002,4.0
19,100.539647,5.2538259169999995,213.92696,4.0
20,100.5396296,5.253932249,213.68672,4.0
21,100.53965699999999,5.254024649,212.24336,4.0
22,100.53958,5.254035607,214.48164,4.0
23,100.5395498,5.25413102,213.58321,4.0
24,100.53946479999999,5.254057171,216.99727000000001,4.0
25,100.53936309999999,5.254038268,219.75508,4.0
26,100.53928,5.254107069,219.55586,4.0
27,100.53917659999999,5.254117205,219.56367000000003,4.0
28,100.53917270000001,5.254052475,222.93672,4.0
1,100.53973020000001,5.253864662,210.75508,5.0
2,100.5397348,5.2537449060000005,210.64375,5.0
3,100.5396888,5.253622019,210.3293,5.0
4,100.5397958,5.253626363,207.02266,5.0
5,100.5398282,5.253745728,207.52852,5.0
6,100.53991690000001,5.253641548,203.59688,5.0
7,100.5399918,5.253688471999999,201.80586,5.0
8,100.5399262,5.253768974,204.31563,5.0
9,100.540008,5.253815155,201.17305,5.0
10,100.5400738,5.253893896,198.58711,5.0
11,100.5400746,5.2540149430000005,198.03242,5.0
12,100.540058,5.254123154,198.1125,5.0
13,100.5400639,5.254244162,197.22383,5.0
14,100.5400022,5.254308188,198.15938,5.0
15,100.5400029,5.254052161000001,200.47578000000001,5.0
16,100.54001159999999,5.253940859,201.18477,5.0
17,100.5399412,5.2538642310000006,203.67891,5.0
18,100.53994200000001,5.253984183,203.25313,5.0
19,100.5399404,5.25410159,202.67891,5.0
20,100.53991440000001,5.254202169,202.03828000000001,5.0
21,100.53988000000001,5.254287368,201.92891,5.0
22,100.5398035,5.254295039,203.46992,5.0
23,100.53974570000001,5.254241188,206.41133,5.0
24,100.5398281,5.254217158,204.42891,5.0
25,100.53987559999999,5.254057523,205.49727,5.0
26,100.5398823,5.253928296000001,205.60664,5.0
27,100.53980190000001,5.254125072,206.85078000000001,5.0
28,100.53981850000001,5.253996041000001,207.63008,5.0
29,100.5398301,5.253870297,208.01289,5.0
1,100.54019040000001,5.253681735,196.64961,6.0
2,100.5400755,5.253658415,199.02657,6.0
3,100.54006329999999,5.253767879,199.01875,6.0
4,100.5401697,5.253802633,195.99922,6.0
5,100.5402083,5.253925361,193.86641,6.0
6,100.540198,5.254046095,193.35273999999998,6.0
7,100.5401916,5.254169608,192.54023999999998,6.0
8,100.5401088,5.254304901,194.77657,6.0
9,100.5401809,5.254296409,192.20625,6.0
10,100.54030290000001,5.254296252,190.50703000000001,6.0
11,100.5403074,5.254172583,191.78242,6.0
12,100.54039920000001,5.254323491,192.87813,6.0
13,100.5403974,5.254217315,194.34688,6.0
14,100.5404598,5.254125698,198.28047,6.0
15,100.5404351,5.254013887,199.08321,6.0
16,100.5404185,5.253916282,199.63789,6.0
17,100.54046579999999,5.253850768,201.70625,6.0
18,100.540526,5.253784785,203.10468999999998,6.0
19,100.5405922,5.253680332,204.67305,6.0
20,100.5404985,5.253675909,202.61641,6.0
21,100.5404537,5.253732578,201.58711,6.0
22,100.5403989,5.253669505,200.29805,6.0
23,100.5403989,5.253795743,199.72578000000001,6.0
24,100.5403513,5.254055958,194.60273999999998,6.0
25,100.54032480000001,5.253929745,195.36836,6.0
26,100.540296,5.253803844,195.96797,6.0
27,100.5402968,5.253672504,197.66328000000001,6.0
1,100.5404838,5.254317385,195.4211,7.0
2,100.5405087,5.2542781960000005,196.23946,7.0
3,100.5405539,5.254176457,198.2336,7.0
4,100.54059720000001,5.2540495389999995,199.77461,7.0
5,100.5405198,5.254072316999999,199.77852,7.0
6,100.54052890000001,5.253950565,201.35664,7.0
7,100.54060809999999,5.25382987,202.92696,7.0
8,100.5407176,5.253689568,205.39766,7.0
9,100.54070300000001,5.253788073,202.90157,7.0
10,100.5406833,5.253881255,200.47188,7.0
11,100.54067420000001,5.253975573,198.58125,7.0
12,100.5406465,5.254154365,197.06563,7.0
13,100.5406333,5.254243575,195.50703000000001,7.0
14,100.5406088,5.254329439,194.45625,7.0
15,100.5406272,5.25433058,193.93477,7.0
1,100.5410773,5.254276958,188.43867,8.0
2,100.5409981,5.254342432,184.78438,8.0
3,100.5410181,5.254227803,188.18477,8.0
4,100.54103640000001,5.254051261,195.08907,8.0
5,100.5410498,5.253971502,197.91133,8.0
6,100.5410613,5.253881177,200.83907,8.0
7,100.5410865,5.253782828,202.3918,8.0
8,100.5410939,5.25370393,202.69453000000001,8.0
9,100.54120209999999,5.253715515,199.40742,8.0
10,100.5411985,5.25383938,199.4836,8.0
11,100.5411637,5.253942464,197.74922,8.0
12,100.54114770000001,5.254031459,195.50313,8.0
13,100.5412555,5.253960231000001,195.63789,8.0
14,100.54123840000001,5.253910059,196.73555,8.0
15,100.54129,5.253728195,197.44258,8.0
16,100.5413073,5.253855269,196.25508,8.0
17,100.54134690000001,5.25378729,195.8586,8.0
18,100.5414061,5.253731795,194.20821,8.0
19,100.5413873,5.25385116,193.88203000000001,8.0
20,100.54132779999999,5.25403232,191.60273999999998,8.0
21,100.54123919999999,5.254096698,191.75508,8.0
22,100.541126,5.254173403999999,191.6086,8.0
23,100.5411781,5.254264082,188.61055,8.0
24,100.5412919,5.254206161,188.03633,8.0
25,100.5413715,5.254131803,187.34688,8.0
26,100.5413531,5.254256725,184.7375,8.0
27,100.5413369,5.254337266,184.5793,8.0
28,100.54124209999999,5.2543328019999995,186.29414,8.0
29,100.54113100000001,5.2543507289999996,186.97383,8.0
1,100.54146300000001,5.254270198,179.69258,9.0
2,100.5414382,5.254177475,183.74532,9.0
3,100.5414481,5.254038307,187.35273999999998,9.0
4,100.5414696,5.253856851,190.73555,9.0
5,100.54147890000002,5.253846053999999,190.64766,9.0
6,100.5415179,5.253742283999999,191.33321,9.0
7,100.5416402,5.253755707,186.69063,9.0
8,100.54157790000001,5.25386564,186.55196,9.0
9,100.54150600000001,5.2540880880000005,182.78438,9.0
10,100.5415321,5.254181388,178.81563,9.0
11,100.5415745,5.253988683,181.34688,9.0
12,100.5416413,5.253921448,180.92305,9.0
13,100.54171540000002,5.253847951,180.71992,9.0
14,100.5417427,5.253755238,181.59883,9.0
15,100.54182829999999,5.253767918,177.43282,9.0
16,100.5418034,5.253860787,177.47188,9.0
17,100.5417173,5.253949078,177.92664,9.0
18,100.5415934,5.254088167,178.14961,9.0
19,100.5417246,5.254065624,171.03242,9.0
20,100.5416847,5.254157124,172.0461,9.0
21,100.5416171,5.254257234,173.45039,9.0
22,100.5417316,5.254368027,163.00313,9.0
23,100.5416495,5.254376676000001,167.3293,9.0
24,100.54154840000001,5.254372293,174.42891,9.0
25,100.54147640000001,5.254368536,178.76875,9.0
26,100.541411,5.254369475,180.92891,9.0
1,100.5418344,5.253979056,171.91914,10.0
2,100.5418948,5.25386234,172.65352,10.0
3,100.5419496,5.2537746489999995,170.03828000000001,10.0
4,100.5420293,5.253861843999999,166.14961,10.0
5,100.5419888,5.253969898,166.60078000000001,10.0
6,100.5419962,5.254091593,161.15157,10.0
7,100.541952,5.254161563,159.27266,10.0
8,100.54189179999999,5.254276132,157.61641,10.0
9,100.5419196,5.254386812,153.67305,10.0
10,100.54184570000001,5.254391629,156.88985,10.0
11,100.5417972,5.254290459,162.79414,10.0
12,100.54179609999998,5.254204361,164.65157,10.0
13,100.54186209999999,5.254122507,163.26485,10.0
14,100.5419041,5.254047035,166.27657,10.0
15,100.5418077,5.2540826880000004,167.33125,10.0
