id,x,y,z,flight
107,100.5396365,5.254198412,209.96602,4
108,100.5395427,5.254210623,210.33125,4
109,100.53961,5.254273005,207.74922,4
110,100.5397457,5.254241188,206.41133,5
111,100.5398035,5.254295039,203.46992,5
112,100.5398281,5.254217158,204.42891,5
113,100.5398019,5.254125072,206.85078,5
114,100.5397146,5.253979291,211.15157,4
115,100.5398185,5.253996041,207.63008,5
116,100.5397302,5.253864662,210.75508,5
117,100.5398301,5.253870297,208.01289,5
118,100.5397348,5.253744906,210.64375,5
119,100.5397958,5.253626363,207.02266,5
120,100.5399169,5.253641548,203.59688,5
121,100.5398282,5.253745728,207.52852,5
122,100.5399262,5.253768974,204.31563,5
123,100.5399412,5.253864231,203.67891,5
124,100.5400116,5.253940859,201.18477,5
125,100.5398823,5.253928296,205.60664,5
126,100.539942,5.253984183,203.25313,5
127,100.5398756,5.254057523,205.49727,5
128,100.5399404,5.25410159,202.67891,5
129,100.5399144,5.254202169,202.03828,5
130,100.53988,5.254287368,201.92891,5
131,100.5400022,5.254308188,198.15938,5
132,100.5400639,5.254244162,197.22383,5
133,100.5401088,5.254304901,194.77657,6
134,100.540058,5.254123154,198.1125,5
135,100.5400746,5.254014943,198.03242,5
136,100.5400738,5.253893896,198.58711,5
137,100.540008,5.253815155,201.17305,5
138,100.5400633,5.253767879,199.01875,6
139,100.5399918,5.253688472,201.80586,5
140,100.5400755,5.253658415,199.02657,6
141,100.5402968,5.253672504,197.66328,6
142,100.540296,5.253803844,195.96797,6
143,100.5402083,5.253925361,193.86641,6
144,100.5403248,5.253929745,195.36836,6
145,100.540198,5.254046095,193.35274,6
146,100.5403513,5.254055958,194.60274,6
147,100.5401916,5.254169608,192.54024,6
148,100.5403074,5.254172583,191.78242,6
149,100.5401809,5.254296409,192.20625,6
150,100.5403029,5.254296252,190.50703,6
151,100.5404838,5.254317385,195.4211,7
152,100.5403992,5.254323491,192.87813,6
153,100.5403974,5.254217315,194.34688,6
154,100.5405539,5.254176457,198.2336,7
155,100.5404598,5.254125698,198.28047,6
156,100.5405198,5.254072317,199.77852,7
157,100.5404351,5.254013887,199.08321,6
158,100.5405289,5.253950565,201.35664,7
159,100.5404185,5.253916282,199.63789,6
160,100.5404658,5.253850768,201.70625,6
161,100.5403989,5.253795743,199.72578,6
162,100.540526,5.253784785,203.10469,6
163,100.5404537,5.253732578,201.58711,6
164,100.5404985,5.253675909,202.61641,6
165,100.5405922,5.253680332,204.67305,6
166,100.5407176,5.253689568,205.39766,7
167,100.540703,5.253788073,202.90157,7
168,100.5406081,5.25382987,202.92696,7
169,100.5406833,5.253881255,200.47188,7
170,100.5406742,5.253975573,198.58125,7
171,100.5405972,5.254049539,199.77461,7
172,100.5406333,5.254243575,195.50703,7
173,100.5406088,5.254329439,194.45625,7
174,100.5410939,5.25370393,202.69453,8
175,100.5412021,5.253715515,199.40742,8
176,100.5410865,5.253782828,202.3918,8
177,100.5410613,5.253881177,200.83907,8
178,100.5411985,5.25383938,199.4836,8
179,100.5411637,5.253942464,197.74922,8
180,100.5410498,5.253971502,197.91133,8
181,100.5411477,5.254031459,195.50313,8
182,100.5410364,5.254051261,195.08907,8
183,100.541126,5.254173404,191.6086,8
184,100.5410181,5.254227803,188.18477,8
185,100.5410773,5.254276958,188.43867,8
186,100.5409981,5.254342432,184.78438,8
187,100.541131,5.254350729,186.97383,8
188,100.5412421,5.254332802,186.29414,8
189,100.5413369,5.254337266,184.5793,8
190,100.5412919,5.254206161,188.03633,8
191,100.5413531,5.254256725,184.7375,8
192,100.5411781,5.254264082,188.61055,8
193,100.5412392,5.254096698,191.75508,8
194,100.5413278,5.25403232,191.60274,8
195,100.5412555,5.253960231,195.63789,8
196,100.5412384,5.253910059,196.73555,8
197,100.5413073,5.253855269,196.25508,8
198,100.5413469,5.25378729,195.8586,8
199,100.54129,5.253728195,197.44258,8
200,100.5414061,5.253731795,194.20821,8
201,100.5415179,5.253742284,191.33321,9
202,100.5413873,5.25385116,193.88203,8
203,100.5414481,5.254038307,187.35274,9
204,100.5413715,5.254131803,187.34688,8
205,100.5414382,5.254177475,183.74532,9
206,100.541506,5.254088088,182.78438,9
207,100.541411,5.254369475,180.92891,9
208,100.5414764,5.254368536,178.76875,9
209,100.5415484,5.254372293,174.42891,9
210,100.5416495,5.254376676,167.3293,9
211,100.5416171,5.254257234,173.45039,9
212,100.5415321,5.254181388,178.81563,9
213,100.5416847,5.254157124,172.0461,9
214,100.5415934,5.254088167,178.14961,9
215,100.5417246,5.254065624,171.03242,9
216,100.5415745,5.253988683,181.34688,9
217,100.5416413,5.253921448,180.92305,9
218,100.5415779,5.25386564,186.55196,9
219,100.5417154,5.253847951,180.71992,9
220,100.5416402,5.253755707,186.69063,9
221,100.5417427,5.253755238,181.59883,9
222,100.5418034,5.253860787,177.47188,9
223,100.5418948,5.25386234,172.65352,10
224,100.5418344,5.253979056,171.91914,10
225,100.5417173,5.253949078,177.92664,9
226,100.5419041,5.254047035,166.27657,10
227,100.5418077,5.254082688,167.33125,10
228,100.5417961,5.254204361,164.65157,10
229,100.5417316,5.254368027,163.00313,9
230,100.5419196,5.254386812,153.67305,10
231,100.5419962,5.254091593,161.15157,10
232,100.5419888,5.253969898,166.60078,10
233,100.5420293,5.253861844,166.14961,10
234,100.5419496,5.253774649,170.03828,10
235,100.5418283,5.253767918,177.43282,9
236,100.5384185,5.253595212,235.53828,1
237,100.5392422,5.253793765,221.51289,3
238,100.5395272,5.253693015,215.79219,3
239,100.5400029,5.254052161,200.47578,5
240,100.5401904,5.253681735,196.64961,6
241,100.5401697,5.253802633,195.99922,6
242,100.5403989,5.253669505,200.29805,6
243,100.5405087,5.254278196,196.23946,7
244,100.5406272,5.25433058,193.93477,7
245,100.5406465,5.254154365,197.06563,7
246,100.5414696,5.253856851,190.73555,9
247,100.5414789,5.253846054,190.64766,9
248,100.541463,5.254270198,179.69258,9
249,100.5418457,5.254391629,156.88985,10
250,100.5417972,5.254290459,162.79414,10
251,100.541952,5.254161563,159.27266,10
252,100.5418621,5.254122507,163.26485,10
253,100.5418918,5.254276132,157.61641,10
