id,x,y,z,flight,mission
233,101.9918361,2.584082902,78.02305,11,4
234,101.9918379,2.584603185,84.20567,11,4
235,101.9918405,2.583898969,77.65781,12,4
236,101.9918407,2.583494418,81.90391,12,4
237,101.9918425,2.583731052,78.90977,12,4
238,101.9918456,2.585259611,79.04356,10,4
239,101.9918484,2.583133527,86.40586,13,4
240,101.9918484,2.583975435,77.33652,11,4
241,101.9918487,2.585106677,82.24766,10,4
242,101.9918515,2.583003068,85.79649,13,4
243,101.991852,2.583295502,84.98789,13,4
244,101.9918556,2.584405044,81.62266,11,4
245,101.991859,2.584263477,79.52207,11,4
246,101.99186,2.58365071,79.77695,12,4
247,101.9918638,2.585033311,83.20762,10,4
248,101.9918651,2.584658469,84.46641,11,4
249,101.9918656,2.585448969,74.56406,10,4
250,101.9918731,2.58342286,83.19688,13,4
251,101.9918741,2.58414671,78.04649,11,4
252,101.9918751,2.583194752,86.37949,13,4
253,101.9918772,2.585191927,81.03086,10,4
254,101.9918836,2.583891994,77.57871,12,4
255,101.9918844,2.583589743,80.67051,12,4
256,101.9918852,2.583063518,86.62656,13,4
257,101.9918854,2.582834118,82.44883,13,4
258,101.9918857,2.58379796,78.14121,12,4
259,101.9918872,2.58396071,77.2584,11,4
260,101.9918872,2.584056294,77.15684,11,4
261,101.9918934,2.58445826,81.98496,11,4
262,101.9918934,2.585370177,76.81113,10,4
263,101.9918947,2.58289121,83.80723,13,4
264,101.9918952,2.584327027,80.22715,11,4
265,101.9918965,2.584943411,84.37168,10,4
266,101.9919013,2.583341485,85.15586,13,4
267,101.9919021,2.585266327,79.51328,10,4
268,101.9919047,2.583514827,82.01524,13,4
269,101.9919062,2.582966902,85.62559,13,4
270,101.991908,2.584871077,85.01817,10,4
271,101.9919083,2.585109002,82.41367,10,4
272,101.9919109,2.583102785,87.63145,13,4
273,101.9919142,2.583029677,86.66856,13,4
274,101.9919152,2.583743193,78.80918,12,4
275,101.9919168,2.582607301,78.10606,14,4
276,101.991917,2.58326011,86.57774,13,4
277,101.9919211,2.584992236,83.98789,10,4
278,101.9919237,2.584524394,82.92442,11,4
279,101.9919245,2.583855052,77.86094,12,4
280,101.991926,2.585193219,81.12266,10,4
281,101.9919283,2.582778318,81.22031,13,4
282,101.9919288,2.583653293,80.08945,12,4
283,101.9919309,2.58346316,83.47813,13,4
284,101.991936,2.583373002,85.29746,13,4
285,101.9919373,2.583154193,87.99082,13,4
286,101.9919389,2.584913702,85.0416,10,4
287,101.9919414,2.583603693,81.10117,12,4
288,101.9919432,2.583795635,78.54356,12,4
289,101.9919463,2.583544535,82.23301,13,4
290,101.9919463,2.583958902,77.42735,11,4
291,101.9919504,2.583292918,86.63731,13,4
292,101.991952,2.582869768,83.73594,13,4
293,101.991955,2.583899227,77.70567,11,4
294,101.9919555,2.583214127,87.73301,13,4
295,101.9919615,2.583697985,79.81211,12,4
296,101.9919656,2.582937452,86.14805,13,4
297,101.9919663,2.583427252,84.50449,13,4
298,101.9919679,2.58364296,80.39414,12,4
299,101.991972,2.583511468,83.38828,13,4
300,101.99199,2.582774185,82.28086,13,4
301,101.9920126,2.582831535,84.14414,13,4
302,101.9840132,2.58196121,42.76543,5,2
303,101.9840222,2.582062476,44.679,5,2
304,101.9840234,2.582011585,43.6165,5,2
305,101.984035,2.58218906,46.85283,4,2
306,101.984036,2.582239176,47.86846,4,2
307,101.9840378,2.582385393,49.76982,4,2
308,101.9840468,2.582327526,48.91484,4,2
309,101.9840504,2.582131451,46.01055,5,2
310,101.9840507,2.582496218,50.46416,4,2
311,101.9840573,2.582774185,50.44219,4,2
312,101.9840635,2.583230143,44.93682,4,2
313,101.9840638,2.582874677,49.67803,4,2
314,101.9840658,2.58304621,47.19902,4,2
315,101.9840661,2.582959152,48.51152,4,2
316,101.9840687,2.583115185,47.24053,4,2
317,101.984073,2.58227276,48.11065,4,2
318,101.984074,2.583381527,42.51934,2,2
319,101.9840753,2.583329602,43.15313,2,2
320,101.9840766,2.58345231,41.43047,2,2
321,101.9840769,2.582566743,50.54815,4,2
322,101.9840776,2.582445585,49.73223,4,2
323,101.9840779,2.581934601,42.37285,5,2
324,101.9840805,2.582711151,50.59453,4,2
325,101.9840818,2.583511468,40.70342,2,2
326,101.9840853,2.582638301,50.59551,4,2
327,101.9840861,2.583561585,40.06035,2,2
328,101.9840869,2.582363176,48.70488,4,2
329,101.9840879,2.582833343,49.7542,4,2
330,101.9840879,2.58439471,38.97734,1,2
331,101.9840889,2.584222919,37.68193,1,2
332,101.9840895,2.582090118,44.84844,5,2
333,101.9840895,2.583617643,39.53203,2,2
334,101.9840895,2.584309977,38.30107,1,2
335,101.9840933,2.582001768,43.34941,5,2
336,101.9840936,2.582217735,47.3416,4,2
337,101.9840938,2.58367706,38.99297,2,2
338,101.9840941,2.584468335,39.92559,1,2
339,101.9840949,2.583728985,38.71856,2,2
340,101.9840974,2.584547127,40.57354,1,2
341,101.9841072,2.58385996,38.0335,2,2
342,101.9841085,2.582306085,48.03301,4,2
343,101.9841087,2.582513785,49.55059,4,2
344,101.9841095,2.582904385,48.71904,4,2
345,101.9841095,2.583946244,37.75274,2,2
346,101.9841103,2.583074627,47.11309,4,2
347,101.9841162,2.582778318,49.58525,4,2
348,101.9841172,2.582992993,47.81621,4,2
349,101.984118,2.583152902,45.95977,4,2
350,101.9841213,2.58216736,46.16729,5,2
351,101.9841218,2.582405285,48.6126,4,2
352,101.9841226,2.584025035,37.471,1,2
353,101.9841264,2.583328827,43.23272,2,2
354,101.984129,2.58410486,37.23125,1,2
355,101.9841313,2.582729493,49.55303,4,2
356,101.9841329,2.584191144,37.12969,1,2
357,101.9841334,2.582056276,44.30693,5,2
358,101.9841342,2.583262952,44.22344,4,2
359,101.9841349,2.582580693,49.48516,4,2
360,101.9841372,2.58320896,44.94756,4,2
361,101.9841375,2.58371736,38.39238,2,2
362,101.9841393,2.581895593,42.24102,5,2
363,101.9841393,2.582650185,49.68535,4,2
364,101.9841434,2.584268644,37.4207,1,2
365,101.9841439,2.583443785,41.21709,2,2
366,101.9841444,2.583509918,40.18535,2,2
367,101.9841452,2.583383852,42.16338,2,2
368,101.9841452,2.583764118,38.42315,2,2
369,101.984147,2.582258551,47.19805,4,2
370,101.9841491,2.584345885,37.83525,1,2
371,101.9841516,2.583667502,38.70586,2,2
372,101.9841524,2.583563135,39.53008,2,2
373,101.9841568,2.58442571,38.65996,1,2
374,101.984157,2.582470385,48.26299,4,2
375,101.9841573,2.582116985,45.17656,5,2
376,101.9841591,2.582359043,47.60772,4,2
377,101.9841593,2.58197981,43.22344,5,2
378,101.9841598,2.583614285,39.17119,2,2
379,101.9841606,2.58450476,39.41289,1,2
380,101.9841622,2.583022185,46.97539,4,2
381,101.9841624,2.582935643,47.73418,4,2
382,101.9841755,2.58263391,49.26982,4,2
383,101.9841776,2.582203526,46.27178,5,2
384,101.9841794,2.583902069,37.3919,2,2
385,101.9841799,2.582777285,48.86553,4,2
386,101.9841824,2.583102527,46.179,4,2
387,101.9841827,2.582301693,47.05303,4,2
388,101.9841827,2.583312552,42.88994,2,2
389,101.984183,2.58253781,48.18193,4,2
390,101.9841835,2.582024243,44.01836,5,2
391,101.984185,2.583980602,37.12236,2,2
392,101.984185,2.58459621,39.77813,1,2
393,101.9841878,2.582706501,48.91484,4,2
394,101.9841899,2.58242156,47.47051,4,2
395,101.9841902,2.58380571,37.89482,2,2
396,101.9841902,2.584060427,36.88213,1,2
397,101.9841904,2.581915743,43.02568,5,2
398,101.9841932,2.582080818,44.6834,5,2
399,101.9841958,2.58317331,45.00859,4,2
400,101.9842002,2.584141802,36.75518,1,2
401,101.9842012,2.583501135,40.11602,2,2
402,101.984202,2.58364761,38.78057,2,2
403,101.9842027,2.582876743,47.95049,4,2
404,101.9842027,2.583688427,38.42119,2,2
405,101.9842043,2.58260291,48.08428,4,2
406,101.9842056,2.582342768,46.83135,4,2
407,101.9842086,2.582968452,46.99199,4,2
408,101.9842089,2.58322601,44.22149,4,2
409,101.9842089,2.584222402,36.59941,1,2
410,101.9842138,2.582157543,45.39336,5,2
411,101.9842143,2.583363702,42.12236,2,2
412,101.9842143,2.584301452,36.90508,1,2
413,101.9842148,2.583425185,40.95342,2,2
414,101.9842164,2.581949843,43.43193,5,2
415,101.9842189,2.582258035,46.13213,5,2
416,101.984222,2.584378694,37.14043,1,2
417,101.9842243,2.582673435,48.14287,4,2
418,101.9842253,2.583549702,39.51543,2,2
419,101.9842261,2.583056285,46.04326,4,2
420,101.9842277,2.584459552,37.6292,1,2
421,101.9842282,2.583946244,36.82647,2,2
422,101.9842292,2.583603952,38.94512,2,2
423,101.9842315,2.582110526,44.84795,5,2
424,101.9842323,2.582044651,44.40899,5,2
425,101.9842336,2.584031494,36.45049,1,2
426,101.9842351,2.581995568,43.971,5,2
427,101.9842351,2.584538602,38.31182,1,2
428,101.9842356,2.582813452,48.06426,4,2
429,101.9842382,2.583775227,37.72783,2,2
430,101.9842431,2.58274396,47.93438,4,2
431,101.9842441,2.583852469,37.21074,2,2
432,101.9842469,2.58328026,43.14141,4,2
433,101.9842479,2.582904902,47.03838,4,2
434,101.9842513,2.583122935,44.95195,4,2
435,101.984261,2.582456435,46.92998,4,2
436,101.9842613,2.58319346,44.28789,4,2
437,101.9842626,2.584093494,36.18926,1,2
438,101.9842664,2.58347711,40.23223,2,2
439,101.9842667,2.583654327,38.4959,2,2
440,101.984267,2.58299816,45.8543,4,2
441,101.9842685,2.584174869,36.07549,1,2
442,101.9842718,2.583332443,42.09404,2,2
443,101.9842759,2.58251456,46.63555,4,2
444,101.9842772,2.584253402,36.27568,1,2
445,101.9842811,2.58283851,46.87334,4,2
527,101.9844021,2.586905969,26.82778,1,1
447,101.9842816,2.583400902,40.96123,2,2
448,101.9842821,2.582571135,46.45732,4,2
449,101.9842824,2.582719418,46.63359,4,2
450,101.9842854,2.584332969,36.29326,1,2
451,101.984286,2.58399481,36.33184,3,2
452,101.9842898,2.583062743,44.9002,4,2
453,101.9842903,2.582194485,45.42559,5,2
454,101.9842906,2.583526452,39.64385,2,2
455,101.9842908,2.58262151,46.62774,4,2
456,101.9842924,2.58226191,45.69219,5,2
457,101.9842924,2.58278736,46.70879,4,2
458,101.9842985,2.581928401,44.06035,5,2
459,101.9843014,2.582105876,45.01348,5,2
460,101.9843024,2.583136368,44.1834,4,2
461,101.9843027,2.583727693,37.64678,2,2
462,101.9843034,2.582940293,45.76445,4,2
463,101.9843037,2.58449081,36.95488,1,2
464,101.9843042,2.58323686,43.21123,4,2
465,101.9843101,2.58232701,45.53399,5,2
466,101.9843106,2.583887344,36.66924,3,2
467,101.9843111,2.584567019,37.77715,1,2
468,101.984315,2.581973351,44.30742,5,2
469,101.9843188,2.583969235,36.38555,3,2
470,101.9843196,2.584223952,35.80156,1,2
471,101.9843242,2.582397535,45.57109,5,2
472,101.9843258,2.58306326,44.35723,4,2
473,101.984326,2.582997643,44.52422,4,2
474,101.984326,2.58404751,35.94463,3,2
475,101.9843265,2.582470385,45.43193,5,2
576,101.9844727,2.586863603,26.94155,1,1
477,101.9843291,2.58287106,45.64482,4,2
478,101.9843301,2.58361816,38.41729,2,2
578,101.9844781,2.586941361,26.87783,1,1
480,101.984333,2.58254246,45.40703,5,2
481,101.9843335,2.583443785,40.20879,2,2
482,101.984334,2.584128885,35.68975,3,2
483,101.9843348,2.584294994,35.72002,1,2
484,101.984335,2.582164518,45.06231,5,2
620,101.9845382,2.586817878,27.02773,1,1
486,101.9843402,2.58328956,42.12774,2,2
487,101.9843414,2.582614018,45.19854,5,2
488,101.984342,2.582684801,45.50615,5,2
489,101.984342,2.583361893,41.08232,2,2
490,101.9843425,2.58185116,44.62774,5,2
491,101.9843448,2.58280751,45.4085,4,2
492,101.9843481,2.583184935,43.20977,4,2
493,101.984354,2.58348951,39.49932,2,2
494,101.9843569,2.582026051,44.58281,5,2
495,101.9843579,2.582231426,44.70879,5,2
496,101.9843599,2.582937452,44.51299,4,2
497,101.9843612,2.581921943,44.62041,5,2
498,101.9843628,2.583542985,38.9124,2,2
499,101.9843651,2.584445344,36.09746,1,2
500,101.9843658,2.584365519,35.57109,1,2
501,101.9843666,2.582304018,44.31865,5,2
502,101.9843705,2.583113377,43.08672,4,2
503,101.984371,2.583683518,37.70684,2,2
504,101.9843715,2.584522844,36.63115,1,2
505,101.9843751,2.582372993,44.14971,5,2
506,101.9843797,2.583840327,36.63359,3,2
507,101.9843807,2.582449201,44.40166,5,2
508,101.984381,2.583044918,43.21856,4,2
509,101.9843813,2.582867443,44.24346,4,2
510,101.9843846,2.583925319,36.12188,3,2
511,101.9843861,2.582518176,44.096,5,2
512,101.9843874,2.58323376,42.27715,2,2
513,101.9843908,2.583580443,38.48906,2,2
514,101.984391,2.582589735,44.01445,5,2
515,101.984392,2.58340426,40.26445,2,2
516,101.9843931,2.584001269,35.8294,3,2
623,101.9845439,2.586896928,26.85098,1,1
518,101.9843951,2.581988593,44.55645,5,2
626,101.9845464,2.586978561,27.0729,1,1
520,101.9843967,2.584083935,35.47051,3,2
521,101.9843969,2.583310485,41.0418,2,2
522,101.9843977,2.582338376,43.92217,5,2
669,101.9846078,2.586775253,27.13955,1,1
524,101.984401,2.581808535,44.96025,7,2
525,101.984401,2.582662585,44.04961,5,2
670,101.9846096,2.586855594,26.84365,1,1
672,101.9846124,2.587023769,27.34658,1,1
528,101.9844034,2.58344301,39.825,2,2
529,101.9844036,2.582278443,43.94902,5,2
530,101.9844044,2.582064543,44.53936,5,2
531,101.9844046,2.582974393,43.20244,4,2
532,101.9844049,2.582778835,44.43438,5,2
533,101.9844054,2.582717868,44.11797,5,2
534,101.9844067,2.58222471,43.95098,5,2
535,101.9844072,2.584161177,35.26299,3,2
536,101.9844136,2.58423816,35.16387,1,2
537,101.9844162,2.583491835,38.97246,2,2
538,101.9844172,2.583166335,42.05303,2,2
539,101.9844193,2.582902577,43.26348,4,2
540,101.9844216,2.584322119,35.08916,1,2
541,101.9844226,2.581876735,45.08672,7,2
542,101.9844236,2.583646835,37.65801,2,2
543,101.9844288,2.584396777,35.2044,1,2
544,101.9844308,2.581943385,44.84697,5,2
545,101.9844339,2.583097102,41.88311,2,2
546,101.9844339,2.583712452,37.21758,3,2
547,101.9844352,2.584477894,35.58965,1,2
548,101.9844383,2.583250552,41.05693,2,2
549,101.9844403,2.584551519,36.075,1,2
550,101.9844419,2.583349493,40.21563,2,2
551,101.9844424,2.582112851,44.08867,5,2
552,101.9844434,2.583797702,36.51445,3,2
553,101.984446,2.583531618,38.51738,2,2
554,101.9844473,2.582368601,42.87725,5,2
555,101.9844473,2.58244171,42.76738,5,2
556,101.9844491,2.583027868,42.02764,2,2
557,101.9844501,2.583876494,35.93486,3,2
558,101.9844522,2.582512751,42.68975,5,2
559,101.9844529,2.582300918,42.79277,5,2
560,101.9844558,2.583955285,35.63652,3,2
561,101.9844565,2.582583018,42.54375,5,2
562,101.9844576,2.581825585,45.61699,7,2
676,101.984614,2.586935678,27.05142,1,1
564,101.9844586,2.582961993,42.08379,2,2
565,101.9844601,2.582655093,42.59795,5,2
566,101.9844601,2.583437327,39.22686,2,2
716,101.9846725,2.586806511,27.07192,1,1
568,101.9844642,2.584037694,35.23027,3,2
569,101.9844653,2.583181577,41.0252,2,2
718,101.9846736,2.586896669,27.32583,1,1
571,101.9844663,2.58272226,42.50274,5,2
572,101.9844671,2.58278116,42.52813,5,2
573,101.9844683,2.582827143,42.69512,5,2
574,101.9844712,2.584113127,34.86797,3,2
720,101.9846818,2.587070011,28.41689,1,1
721,101.9846828,2.586972103,27.59927,1,1
577,101.984474,2.582045426,44.02617,5,2
732,101.9846967,2.586718936,27.2875,1,1
579,101.9844784,2.584189077,34.75274,1,2
580,101.9844802,2.582191385,43.33379,5,2
581,101.984482,2.583289043,40.04424,2,2
582,101.984484,2.583117252,40.929,2,2
583,101.9844855,2.584272777,34.56914,1,2
584,101.9844912,2.581903085,45.19902,7,2
585,101.9844948,2.583482018,38.40166,2,2
586,101.9844948,2.584350277,34.65703,1,2
587,101.9844971,2.583064552,40.90654,2,2
588,101.9844976,2.58337636,39.26543,2,2
589,101.9844984,2.583011335,40.99981,2,2
590,101.9844999,2.583668793,37.19072,3,2
591,101.984502,2.58442881,34.76885,1,2
592,101.9845028,2.582135326,43.15215,5,2
593,101.984503,2.581953976,44.72539,5,2
594,101.9845046,2.582397535,42.05498,5,2
595,101.9845051,2.583747327,36.56572,3,2
596,101.9845084,2.582464443,42.03106,5,2
597,101.9845089,2.582894827,41.60332,5,2
598,101.9845102,2.583829735,35.95781,3,2
599,101.9845105,2.583224718,40.13359,2,2
600,101.9845115,2.584515352,35.0169,1,2
601,101.984513,2.581867693,45.48516,7,2
602,101.984513,2.582536001,41.81865,5,2
603,101.9845174,2.58225726,42.48565,5,2
604,101.9845195,2.582609626,41.66631,5,2
605,101.98452,2.583908527,35.36943,3,2
746,101.9847136,2.586779644,27.42983,1,1
607,101.9845205,2.582823785,41.48565,5,2
608,101.9845213,2.582680151,41.67022,5,2
609,101.9845243,2.582753518,41.6082,5,2
766,101.9847383,2.587096361,28.41909,1,1
767,101.9847386,2.586691294,27.51187,1,1
