id,x,y,z,flight
208,101.9847542,2.583656135,35.18535,3
209,101.9847589,2.583477627,36.1541,3
210,101.9847671,2.583563135,35.50127,3
211,101.9847799,2.583726402,34.49004,3
212,101.9847835,2.583806485,33.89727,3
213,101.984801,2.583201468,36.98955,3
214,101.9848107,2.583276902,36.66875,3
215,101.9848156,2.58335621,36.37334,3
216,101.9848185,2.583437327,35.8543,3
217,101.9848292,2.583516893,35.38897,3
218,101.9848354,2.583598785,34.84063,3
219,101.9848439,2.583676027,34.22539,3
220,101.984849,2.583761018,33.53789,3
221,101.9848521,2.583839294,33.00225,3
222,101.984876,2.583233502,36.17363,3
223,101.9848796,2.583389793,35.48516,3
224,101.9848801,2.583313327,35.79326,3
225,101.9848919,2.583469102,34.81182,3
226,101.9849014,2.58355771,34.2376,3
227,101.9849048,2.583631852,33.66045,3
228,101.9849132,2.583715552,33.19902,3
229,101.9849171,2.583792277,32.429,3
230,101.9849479,2.583344585,35.01494,3
231,101.9849561,2.58342596,34.45879,3
232,101.9849628,2.583509402,33.91143,3
233,101.9849687,2.58358406,33.43535,3
234,101.9849782,2.583666468,32.51836,3
235,101.9849795,2.58374526,31.93496,3
236,101.9850247,2.583376618,34.02715,3
237,101.9850275,2.58354376,32.95732,3
238,101.9850309,2.583458252,33.60479,3
239,101.9850409,2.583615577,32.14287,3
240,101.9851033,2.583489252,32.2332,3
241,101.984035,2.58218906,46.85283,4
242,101.984036,2.582239176,47.86846,4
243,101.9840378,2.582385393,49.76982,4
244,101.9840468,2.582327526,48.91484,4
245,101.9840507,2.582496218,50.46416,4
246,101.9840573,2.582774185,50.44219,4
247,101.9840635,2.583230143,44.93682,4
248,101.9840638,2.582874677,49.67803,4
249,101.9840658,2.58304621,47.19902,4
250,101.9840661,2.582959152,48.51152,4
251,101.9840687,2.583115185,47.24053,4
252,101.984073,2.58227276,48.11065,4
253,101.9840769,2.582566743,50.54815,4
254,101.9840776,2.582445585,49.73223,4
255,101.9840805,2.582711151,50.59453,4
256,101.9840853,2.582638301,50.59551,4
257,101.9840869,2.582363176,48.70488,4
258,101.9840879,2.582833343,49.7542,4
259,101.9840936,2.582217735,47.3416,4
260,101.9841085,2.582306085,48.03301,4
261,101.9841087,2.582513785,49.55059,4
262,101.9841095,2.582904385,48.71904,4
263,101.9841103,2.583074627,47.11309,4
264,101.9841162,2.582778318,49.58525,4
265,101.9841172,2.582992993,47.81621,4
266,101.984118,2.583152902,45.95977,4
267,101.9841218,2.582405285,48.6126,4
268,101.9841313,2.582729493,49.55303,4
269,101.9841342,2.583262952,44.22344,4
270,101.9841349,2.582580693,49.48516,4
271,101.9841372,2.58320896,44.94756,4
272,101.9841393,2.582650185,49.68535,4
273,101.984147,2.582258551,47.19805,4
274,101.984157,2.582470385,48.26299,4
275,101.9841591,2.582359043,47.60772,4
276,101.9841622,2.583022185,46.97539,4
277,101.9841624,2.582935643,47.73418,4
278,101.9841755,2.58263391,49.26982,4
279,101.9841799,2.582777285,48.86553,4
280,101.9841824,2.583102527,46.179,4
281,101.9841827,2.582301693,47.05303,4
282,101.984183,2.58253781,48.18193,4
283,101.9841878,2.582706501,48.91484,4
284,101.9841899,2.58242156,47.47051,4
285,101.9841958,2.58317331,45.00859,4
286,101.9842027,2.582876743,47.95049,4
287,101.9842043,2.58260291,48.08428,4
288,101.9842056,2.582342768,46.83135,4
289,101.9842086,2.582968452,46.99199,4
290,101.9842089,2.58322601,44.22149,4
291,101.9842243,2.582673435,48.14287,4
292,101.9842261,2.583056285,46.04326,4
293,101.9842356,2.582813452,48.06426,4
294,101.9842431,2.58274396,47.93438,4
295,101.9842469,2.58328026,43.14141,4
296,101.9842479,2.582904902,47.03838,4
297,101.9842513,2.583122935,44.95195,4
298,101.984261,2.582456435,46.92998,4
299,101.9842613,2.58319346,44.28789,4
300,101.984267,2.58299816,45.8543,4
301,101.9842759,2.58251456,46.63555,4
302,101.9842811,2.58283851,46.87334,4
303,101.9842821,2.582571135,46.45732,4
304,101.9842824,2.582719418,46.63359,4
305,101.9842898,2.583062743,44.9002,4
306,101.9842908,2.58262151,46.62774,4
307,101.9842924,2.58278736,46.70879,4
308,101.9843024,2.583136368,44.1834,4
309,101.9843034,2.582940293,45.76445,4
310,101.9843042,2.58323686,43.21123,4
311,101.9843258,2.58306326,44.35723,4
312,101.984326,2.582997643,44.52422,4
313,101.9843291,2.58287106,45.64482,4
314,101.9843448,2.58280751,45.4085,4
315,101.9843481,2.583184935,43.20977,4
316,101.9843599,2.582937452,44.51299,4
317,101.9843705,2.583113377,43.08672,4
318,101.984381,2.583044918,43.21856,4
319,101.9843813,2.582867443,44.24346,4
320,101.9844046,2.582974393,43.20244,4
321,101.9844193,2.582902577,43.26348,4
322,101.9841445,2.582842648,48.71367,4
323,101.9840132,2.58196121,42.76543,5
324,101.9840222,2.582062476,44.679,5
325,101.9840234,2.582011585,43.6165,5
326,101.9840504,2.582131451,46.01055,5
327,101.9840779,2.581934601,42.37285,5
328,101.9840895,2.582090118,44.84844,5
329,101.9840933,2.582001768,43.34941,5
330,101.9841213,2.58216736,46.16729,5
331,101.9841334,2.582056276,44.30693,5
332,101.9841393,2.581895593,42.24102,5
333,101.9841573,2.582116985,45.17656,5
334,101.9841593,2.58197981,43.22344,5
335,101.9841776,2.582203526,46.27178,5
336,101.9841835,2.582024243,44.01836,5
337,101.9841904,2.581915743,43.02568,5
338,101.9841932,2.582080818,44.6834,5
339,101.9842138,2.582157543,45.39336,5
340,101.9842164,2.581949843,43.43193,5
341,101.9842189,2.582258035,46.13213,5
342,101.9842315,2.582110526,44.84795,5
343,101.9842323,2.582044651,44.40899,5
344,101.9842351,2.581995568,43.971,5
345,101.9842903,2.582194485,45.42559,5
346,101.9842924,2.58226191,45.69219,5
347,101.9842985,2.581928401,44.06035,5
348,101.9843014,2.582105876,45.01348,5
349,101.9843101,2.58232701,45.53399,5
350,101.984315,2.581973351,44.30742,5
351,101.9843242,2.582397535,45.57109,5
352,101.9843265,2.582470385,45.43193,5
353,101.984333,2.58254246,45.40703,5
354,101.984335,2.582164518,45.06231,5
355,101.9843414,2.582614018,45.19854,5
356,101.984342,2.582684801,45.50615,5
357,101.9843425,2.58185116,44.62774,5
358,101.9843569,2.582026051,44.58281,5
359,101.9843579,2.582231426,44.70879,5
360,101.9843612,2.581921943,44.62041,5
361,101.9843666,2.582304018,44.31865,5
362,101.9843751,2.582372993,44.14971,5
363,101.9843807,2.582449201,44.40166,5
364,101.9843861,2.582518176,44.096,5
365,101.984391,2.582589735,44.01445,5
366,101.9843951,2.581988593,44.55645,5
367,101.9843977,2.582338376,43.92217,5
368,101.984401,2.582662585,44.04961,5
369,101.9844036,2.582278443,43.94902,5
370,101.9844044,2.582064543,44.53936,5
371,101.9844049,2.582778835,44.43438,5
372,101.9844054,2.582717868,44.11797,5
373,101.9844067,2.58222471,43.95098,5
374,101.9844308,2.581943385,44.84697,5
375,101.9844424,2.582112851,44.08867,5
376,101.9844473,2.582368601,42.87725,5
377,101.9844473,2.58244171,42.76738,5
378,101.9844522,2.582512751,42.68975,5
379,101.9844529,2.582300918,42.79277,5
380,101.9844565,2.582583018,42.54375,5
381,101.9844601,2.582655093,42.59795,5
382,101.9844663,2.58272226,42.50274,5
383,101.9844671,2.58278116,42.52813,5
384,101.9844683,2.582827143,42.69512,5
385,101.984474,2.582045426,44.02617,5
386,101.9844802,2.582191385,43.33379,5
387,101.9845028,2.582135326,43.15215,5
388,101.984503,2.581953976,44.72539,5
389,101.9845046,2.582397535,42.05498,5
390,101.9845084,2.582464443,42.03106,5
391,101.9845089,2.582894827,41.60332,5
392,101.984513,2.582536001,41.81865,5
393,101.9845174,2.58225726,42.48565,5
394,101.9845195,2.582609626,41.66631,5
395,101.9845205,2.582823785,41.48565,5
396,101.9845213,2.582680151,41.67022,5
397,101.9845243,2.582753518,41.6082,5
398,101.9845323,2.582004093,43.87822,5
399,101.9845446,2.582075135,43.16045,5
400,101.9845451,2.58219681,42.39336,5
401,101.9845744,2.582149793,42.32061,5
402,101.9846248,2.582092443,42.39775,5
403,101.984558,2.582331143,41.75811,6
404,101.9845595,2.582955018,40.31524,6
405,101.9845698,2.58289741,40.23565,6
406,101.9845713,2.58248511,41.30107,6
407,101.984576,2.582841868,40.20586,6
408,101.9845798,2.582273018,41.73369,6
409,101.9845819,2.582550985,40.90947,6
410,101.9845821,2.582696426,40.46856,6
411,101.9845829,2.582767727,40.48565,6
412,101.9845842,2.582622543,40.64043,6
413,101.9845844,2.582369893,41.41582,6
414,101.9846019,2.583030452,39.8167,6
415,101.9846124,2.582204818,41.77031,6
416,101.984614,2.582424401,40.94805,6
417,101.9846207,2.582319001,41.22979,6
418,101.9846217,2.582963543,39.31572,6
419,101.9846307,2.58289276,39.40947,6
420,101.9846379,2.582821718,39.50176,6
421,101.9846402,2.58274706,39.57451,6
422,101.9846476,2.582679635,39.68779,6
423,101.9846492,2.582609368,39.81914,6
424,101.984651,2.582374285,40.76885,6
425,101.9846533,2.58309891,38.9749,6
426,101.9846579,2.582481235,40.32842,6
427,101.9846602,2.582152376,41.83281,6
428,101.9846612,2.583047502,38.83623,6
429,101.9846659,2.582262943,41.26738,6
430,101.9846728,2.582986018,38.62871,6
431,101.9846844,2.582916527,38.80498,6
432,101.9846892,2.583149027,37.98027,6
433,101.9846913,2.582847035,38.91191,6
434,101.9846967,2.582426985,40.429,6
435,101.9846975,2.582770052,38.96025,6
436,101.9846982,2.582518435,39.84014,6
437,101.9846985,2.582633135,39.45244,6
438,101.9846988,2.58231461,40.68731,6
439,101.9847039,2.582696685,39.15557,6
440,101.9847232,2.582121118,41.9002,6
441,101.9847237,2.58221851,41.43535,6
442,101.9847242,2.583069718,37.72979,6
443,101.9847291,2.583001002,37.83184,6
444,101.9847381,2.582467026,39.94365,6
445,101.9847381,2.582928668,38.01885,6
446,101.9847447,2.582372993,40.27813,6
447,101.984745,2.582554343,39.29082,6
448,101.9847465,2.58285866,38.23809,6
449,101.9847537,2.582787102,38.36016,6
450,101.984756,2.582274826,40.86699,6
451,101.9847589,2.58266181,38.89824,6
452,101.9847632,2.582724843,38.65215,6
453,101.9847853,2.582584568,38.804,6
454,101.9847858,2.582508876,39.35918,6
455,101.9847876,2.582417685,39.89824,6
456,101.9847876,2.582860727,37.69512,6
457,101.9847897,2.58219371,41.33086,6
458,101.9847956,2.582112851,41.84111,6
459,101.9848025,2.58278736,37.83232,6
460,101.9848038,2.58233476,40.36943,6
461,101.9848125,2.582715285,38.01348,6
462,101.9848241,2.58225571,40.90117,6
463,101.9848249,2.582470385,39.33135,6
464,101.9848369,2.58254401,38.63164,6
465,101.9848513,2.582385393,40.00762,6
466,101.9848521,2.582605493,38.2332,6
467,101.9848611,2.582188543,41.30303,6
468,101.9848691,2.582116468,41.89385,6
469,101.984875,2.582320035,40.221,6
470,101.9848891,2.582439126,39.40313,6
471,101.9848927,2.58225106,40.80596,6
472,101.9848965,2.582504226,38.64238,6
473,101.9849053,2.582567001,38.01299,6
474,101.9849184,2.582192935,41.34404,6
475,101.9849225,2.582377643,39.72441,6
476,101.9849376,2.582129901,41.92217,6
477,101.9849448,2.582319776,39.99834,6
478,101.9849582,2.582435251,39.17559,6
479,101.9849664,2.582491826,38.78252,6
480,101.984979,2.582192418,41.64775,6
481,101.9850065,2.582152376,41.66484,6
482,101.9850157,2.582484076,38.98711,6
483,101.984401,2.581808535,44.96025,7
484,101.9844226,2.581876735,45.08672,7
485,101.9844576,2.581825585,45.61699,7
486,101.9844912,2.581903085,45.19902,7
487,101.984513,2.581867693,45.48516,7
488,101.984539,2.58180466,45.95391,7
489,101.9845762,2.581940801,44.46318,7
490,101.9845834,2.581876993,45.21074,7
491,101.9845883,2.581825843,45.79424,7
492,101.9845952,2.581771851,46.0457,7
493,101.984596,2.581970768,43.95684,7
494,101.9845996,2.582028893,43.06279,7
495,101.9846284,2.581859685,45.25322,7
496,101.9846379,2.58171786,46.60039,7
497,101.9846433,2.581915226,44.43145,7
498,101.9846574,2.581996085,43.33135,7
499,101.9846705,2.581778568,45.91533,7
500,101.9846864,2.58205576,42.49688,7
501,101.9846934,2.581829976,45.16436,7
502,101.9847088,2.581738268,46.18535,7
503,101.9847111,2.581897143,44.44756,7
504,101.9847273,2.581974385,43.29522,7
505,101.9847298,2.581682726,47.77129,7
506,101.984755,2.582034835,42.5833,7
507,101.9847781,2.581756093,46.01836,7
508,101.9847845,2.581888618,44.23027,7
509,101.9847943,2.581964826,43.3333,7
510,101.9847976,2.581675751,47.91729,7
511,101.9848236,2.582037418,42.54131,7
512,101.9848467,2.581831785,45.12725,7
513,101.9848477,2.58176901,46.24053,7
514,101.9848565,2.58190076,44.09307,7
515,101.9848631,2.581708301,47.53838,7
516,101.9848714,2.581971801,43.20781,7
517,101.984878,2.581670843,48.99834,7
518,101.9848863,2.581631318,49.78691,7
519,101.984896,2.58204646,42.69121,7
520,101.9849161,2.581849868,45.1458,7
521,101.9849199,2.581787868,46.25908,7
522,101.9849274,2.581915226,44.53936,7
523,101.9849322,2.581730518,47.47881,7
524,101.9849407,2.58199531,43.29082,7
525,101.9849453,2.581690735,48.60039,7
526,101.9849582,2.581646818,49.86357,7
527,101.9849654,2.582069193,42.49981,7
528,101.9849739,2.581603159,51.64141,7
529,101.9849862,2.581868468,45.0335,7
530,101.9849885,2.581808018,46.28203,7
531,101.9849954,2.581938476,44.30791,7
532,101.9849995,2.58174576,47.59258,7
533,101.9850078,2.582018043,43.2249,7
534,101.9850193,2.581704943,48.65215,7
535,101.9850209,2.581659734,50.25908,7
536,101.9850317,2.582095801,42.48467,7
537,101.9850545,2.58188991,45.18486,7
538,101.9850555,2.58182636,46.34502,7
539,101.985062,2.581967151,44.08281,7
540,101.9850692,2.58176591,47.68389,7
541,101.985073,2.582045685,43.12774,7
542,101.9850851,2.58172871,48.93779,7
543,101.9850964,2.582129901,42.46758,7
544,101.9851213,2.58191781,45.35381,7
545,101.9851226,2.58185271,46.32061,7
546,101.9851282,2.581992468,44.47295,7
547,101.9851372,2.581788126,47.98857,7
548,101.9851375,2.582081851,43.40264,7
549,101.9851611,2.58216116,42.41582,7
550,101.9851729,2.58194726,45.21221,7
551,101.9851907,2.581882676,46.51934,7
552,101.9851922,2.582031993,44.36016,7
553,101.9852017,2.582116726,43.33672,7
554,101.9852145,2.58197516,44.94609,7
555,101.9852251,2.582193968,42.22441,7
556,101.9852515,2.582011068,44.93926,7
557,101.9852536,2.58207281,44.13604,7
558,101.9852631,2.582148501,43.17656,7
559,101.985286,2.582231168,42.21416,7
560,101.9853114,2.582106651,44.19658,7
561,101.9853163,2.582177951,43.00225,7
562,101.9853468,2.582265268,42.06572,7
563,101.9853515,2.582206368,42.93096,7
564,101.9853977,2.582299368,41.87432,7
565,101.9850841,2.581635193,50.92949,8
566,101.985109,2.581591276,53.57305,8
567,101.9851318,2.581655343,51.08184,8
568,101.9851742,2.581619951,53.9041,8
569,101.9851958,2.581687893,51.44561,8
570,101.985205,2.581756351,49.21367,8
571,101.9852392,2.581652243,53.5169,8
572,101.9852564,2.581794068,49.24981,8
573,101.9852649,2.581720185,51.2044,8
574,101.9852813,2.581614526,55.721,8
575,101.9853021,2.581685826,53.69658,8
576,101.9853155,2.581835401,49.15752,8
577,101.9853191,2.581758418,51.1375,8
578,101.9853461,2.581647076,55.73662,8
579,101.9853612,2.581721993,53.61846,8
580,101.9853771,2.581875443,49.24004,8
581,101.9853805,2.58179691,51.07451,8
582,101.9854077,2.581678593,55.94609,8
583,101.9854221,2.581755318,53.85479,8
584,101.9854344,2.581911351,49.09697,8
585,101.9854383,2.581840568,51.02178,8
586,101.9854696,2.581715018,55.97295,8
587,101.9854822,2.581795618,53.45147,8
588,101.985493,2.581953201,49.30693,8
589,101.9854994,2.581876735,51.03984,8
590,101.985521,2.581678076,57.49541,8
591,101.9855277,2.581754543,55.92803,8
592,101.9855405,2.581834368,53.41436,8
593,101.9855505,2.581999443,49.53447,8
594,101.9855549,2.581916776,51.01299,8
595,101.9855826,2.581713985,57.56719,8
596,101.985588,2.581791485,55.84844,8
597,101.9855911,2.581665418,59.14141,8
598,101.9856004,2.581870276,53.471,8
599,101.9856042,2.58204181,49.48125,8
600,101.9856109,2.58196431,51.13262,8
601,101.9856445,2.58175041,57.67022,8
602,101.9856469,2.581697451,59.16826,8
603,101.9856499,2.581830751,55.78936,8
604,101.98566,2.581912126,53.47881,8
605,101.9856659,2.582077201,49.83135,8
606,101.9856731,2.582002801,51.44561,8
607,101.9856954,2.581668001,61.19414,8
608,101.9857082,2.581785543,57.75957,8
609,101.9857103,2.58186356,56.09697,8
610,101.9857183,2.581732585,59.19365,8
611,101.9857224,2.581942351,53.68535,8
612,101.9857368,2.582087535,50.17998,8
613,101.9857419,2.582022951,51.78057,8
614,101.9857619,2.581696676,61.18975,8
615,101.9857725,2.581813185,57.75322,8
616,101.9857799,2.581884743,56.20342,8
617,101.9857804,2.58176746,59.0584,8
618,101.9857899,2.581955785,54.22051,8
619,101.9858097,2.582093476,50.1917,8
620,101.9858133,2.582026568,51.76152,8
621,101.9858256,2.581661026,62.76885,8
622,101.98583,2.58172096,61.4002,8
623,101.9858413,2.581833593,57.86992,8
624,101.9858505,2.58189766,56.23662,8
625,101.9858513,2.581784251,59.38359,8
626,101.9858629,2.581961985,53.97979,8
627,101.9858791,2.582092185,50.221,8
628,101.9858832,2.582031476,51.70537,8
629,101.9858965,2.581681176,63.22149,8
630,101.9858968,2.581732068,61.68877,8
631,101.9859158,2.58184341,57.90801,8
632,101.9859209,2.581797168,59.35674,8
633,101.9859214,2.581903343,56.28789,8
634,101.985934,2.581966118,53.91143,8
635,101.9859353,2.581659218,63.7249,8
636,101.9859577,2.582026568,51.67315,8
637,101.9859631,2.581738526,61.94463,8
638,101.9859831,2.58184961,57.88848,8
639,101.985989,2.58179846,59.60527,8
640,101.98599,2.581907476,56.14141,8
641,101.9860013,2.581969476,53.96856,8
642,101.9860047,2.581671618,63.72734,8
643,101.9854654,2.58163874,57.67559,8
644,101.9855358,2.58162498,59.37432,8
645,101.985288,2.581885518,47.40703,9
646,101.9853224,2.581972318,46.33135,9
647,101.9853422,2.58192556,47.60088,9
648,101.9853699,2.582013135,46.12822,9
649,101.9853946,2.582106135,44.47393,9
650,101.9854054,2.581959401,47.68779,9
651,101.9854236,2.582054726,46.03399,9
652,101.9854298,2.582141526,44.7957,9
653,101.985457,2.58223401,43.12822,9
654,101.9854637,2.581996343,47.72197,9
655,101.9854781,2.582180535,44.68828,9
656,101.9854801,2.582099676,46.21563,9
657,101.9855084,2.582271985,42.96709,9
658,101.9855135,2.582345868,41.53057,9
659,101.9855182,2.582046201,47.7166,9
660,101.9855292,2.582217993,44.68389,9
661,101.9855698,2.58243086,40.55059,9
662,101.9855716,2.582093218,47.88945,9
663,101.9855721,2.582304535,42.87969,9
664,101.9855734,2.58237041,41.55205,9
665,101.9855916,2.582253385,44.46416,9
666,101.9855998,2.582177435,46.44902,9
667,101.985632,2.58212861,48.16924,9
668,101.9856332,2.58244791,40.75322,9
669,101.9856412,2.582387201,41.73906,9
670,101.985642,2.58232546,42.9124,9
